accuracy,precision,recall,f1,valid_responses,total_responses,emissions_kgco2,avg_latency,seed,prompt_type,variant_name
0.48484848484848486,0.3888888888888889,0.5384615384615384,0.45161290322580644,33,33,0.0007006123670342261,3.1509468266458223,0,zero_shot,Zero-Shot
0.48484848484848486,0.4090909090909091,0.6923076923076923,0.5142857142857142,33,33,2.323304725098019e-06,3.1359053308313545,0,few_shot,Few-Shot
0.5454545454545454,0.4166666666666667,0.38461538461538464,0.4,33,33,0.0007481234394110145,3.3646682609211314,1,zero_shot,Zero-Shot
0.6363636363636364,0.5263157894736842,0.7692307692307693,0.625,33,33,2.3595986717838847e-06,3.18487354480859,1,few_shot,Few-Shot
0.6666666666666666,0.5833333333333334,0.5384615384615384,0.56,33,33,0.0008062543030042693,3.626148664590084,2,zero_shot,Zero-Shot
0.5757575757575758,0.47058823529411764,0.6153846153846154,0.5333333333333333,33,33,0.0007649488495815225,3.4402176755847353,2,few_shot,Few-Shot
0.5757575757575758,0.46153846153846156,0.46153846153846156,0.46153846153846156,33,33,0.0007030924642324276,3.1621638644825327,3,zero_shot,Zero-Shot
0.5757575757575758,0.45454545454545453,0.38461538461538464,0.4166666666666667,33,33,0.0006158513361737838,2.769754156921849,3,few_shot,Few-Shot
0.36363636363636365,0.25,0.3076923076923077,0.27586206896551724,33,33,0.000701693961119683,3.155892682797981,4,zero_shot,Zero-Shot
0.48484848484848486,0.35714285714285715,0.38461538461538464,0.37037037037037035,33,33,0.0006367640612273954,2.863813306346084,4,few_shot,Few-Shot
0.6666666666666666,0.5625,0.6923076923076923,0.6206896551724138,33,33,2.568459197777333e-06,3.4668538136915727,5,zero_shot,Zero-Shot
0.5151515151515151,0.4,0.46153846153846156,0.42857142857142855,33,33,0.0007794979394356686,3.5058028408975312,5,few_shot,Few-Shot
0.5757575757575758,0.46153846153846156,0.46153846153846156,0.46153846153846156,33,33,0.0008341288124770715,3.7514424179539536,6,zero_shot,Zero-Shot
0.6363636363636364,0.5263157894736842,0.7692307692307693,0.625,33,33,0.0008588571303355183,3.8627154899365976,6,few_shot,Few-Shot
0.48484848484848486,0.35714285714285715,0.38461538461538464,0.37037037037037035,33,33,0.000836737307224728,3.7632786432902017,7,zero_shot,Zero-Shot
0.5757575757575758,0.47619047619047616,0.7692307692307693,0.5882352941176471,33,33,2.8157222611957567e-06,3.8006877104441323,7,few_shot,Few-Shot
0.7272727272727273,0.6428571428571429,0.6923076923076923,0.6666666666666666,33,33,0.0008680263095156564,3.9039697936086943,8,zero_shot,Zero-Shot
0.5151515151515151,0.4117647058823529,0.5384615384615384,0.4666666666666667,33,33,2.710412233491628e-06,3.6585440346688936,8,few_shot,Few-Shot
0.696969696969697,0.6153846153846154,0.6153846153846154,0.6153846153846154,33,33,0.0008955171584707981,4.027594082283251,9,zero_shot,Zero-Shot
0.6666666666666666,0.55,0.8461538461538461,0.6666666666666666,33,33,0.0009229493527550541,4.151053941611088,9,few_shot,Few-Shot
0.7272727272727273,0.6111111111111112,0.8461538461538461,0.7096774193548387,33,33,2.7512021321250984e-06,3.7135166543902773,10,zero_shot,Zero-Shot
0.6060606060606061,0.5,0.6923076923076923,0.5806451612903226,33,33,0.0009052537613734646,4.071479790138476,10,few_shot,Few-Shot
0.5757575757575758,0.47368421052631576,0.6923076923076923,0.5625,33,33,0.0009922223414303264,4.462706110694191,11,zero_shot,Zero-Shot
0.5757575757575758,0.47368421052631576,0.6923076923076923,0.5625,33,33,3.6593695460903517e-06,4.93965863459038,11,few_shot,Few-Shot
0.6363636363636364,0.5384615384615384,0.5384615384615384,0.5384615384615384,33,33,0.0012591166692482083,5.668783187866211,12,zero_shot,Zero-Shot
0.5454545454545454,0.45,0.6923076923076923,0.5454545454545454,33,33,0.0014491534407120293,6.518362767768629,12,few_shot,Few-Shot
0.6060606060606061,0.5,0.5384615384615384,0.5185185185185185,33,33,0.0008485288350803207,3.816383202870687,13,zero_shot,Zero-Shot
0.6666666666666666,0.5454545454545454,0.9230769230769231,0.6857142857142857,33,33,0.001106675442631567,4.97772597544121,13,few_shot,Few-Shot
0.7575757575757576,0.7777777777777778,0.5384615384615384,0.6363636363636364,33,33,0.0009645212137354767,4.338864557670824,14,zero_shot,Zero-Shot
0.3939393939393939,0.36,0.6923076923076923,0.47368421052631576,33,33,0.0008210929771945444,3.6929580009344853,14,few_shot,Few-Shot
0.5757575757575758,0.47058823529411764,0.6153846153846154,0.5333333333333333,33,33,0.0009531870365912864,4.289311329523723,15,zero_shot,Zero-Shot
0.48484848484848486,0.375,0.46153846153846156,0.41379310344827586,33,33,0.0010026448155073795,4.509769295201157,15,few_shot,Few-Shot
0.696969696969697,0.5789473684210527,0.8461538461538461,0.6875,33,33,3.0550443376659006e-06,4.123855980959806,16,zero_shot,Zero-Shot
0.696969696969697,0.5789473684210527,0.8461538461538461,0.6875,33,33,3.0977045935739026e-06,4.18135895873561,16,few_shot,Few-Shot
0.5454545454545454,0.4166666666666667,0.38461538461538464,0.4,33,33,0.0009097213496242474,4.09162712097168,17,zero_shot,Zero-Shot
0.5454545454545454,0.42857142857142855,0.46153846153846156,0.4444444444444444,33,33,3.1220455408786204e-06,4.214380502700806,17,few_shot,Few-Shot
0.7272727272727273,0.7,0.5384615384615384,0.6086956521739131,33,33,2.7378678739952213e-06,3.6955177783966064,18,zero_shot,Zero-Shot
0.7272727272727273,0.6111111111111112,0.8461538461538461,0.7096774193548387,33,33,0.0010363823364670298,4.661329016540989,18,few_shot,Few-Shot
0.6363636363636364,0.5333333333333333,0.6153846153846154,0.5714285714285714,33,33,2.5869028223914826e-06,3.491691090843894,19,zero_shot,Zero-Shot
0.5454545454545454,0.4375,0.5384615384615384,0.4827586206896552,33,33,0.0010061231469929762,4.52526820789684,19,few_shot,Few-Shot
0.6363636363636364,0.5384615384615384,0.5384615384615384,0.5384615384615384,33,33,2.318264046808586e-06,3.129075859532212,20,zero_shot,Zero-Shot
0.6060606060606061,0.5,0.6923076923076923,0.5806451612903226,33,33,2.287133472823867e-06,3.0870930353800454,20,few_shot,Few-Shot
0.6363636363636364,0.5454545454545454,0.46153846153846156,0.5,33,33,0.0007910490589986346,3.5552019061464253,21,zero_shot,Zero-Shot
0.48484848484848486,0.3888888888888889,0.5384615384615384,0.45161290322580644,33,33,2.796591659229696e-06,3.7748272057735557,21,few_shot,Few-Shot
0.6666666666666666,0.5625,0.6923076923076923,0.6206896551724138,33,33,0.0008129314484568255,3.6562105959111992,22,zero_shot,Zero-Shot
0.5151515151515151,0.42857142857142855,0.6923076923076923,0.5294117647058824,33,33,0.0008890337324271258,3.998546268000747,22,few_shot,Few-Shot
0.6666666666666666,0.5833333333333334,0.5384615384615384,0.56,33,33,0.0009674574058921478,4.351330894412416,23,zero_shot,Zero-Shot
0.42424242424242425,0.36363636363636365,0.6153846153846154,0.45714285714285713,33,33,0.0016643552872106127,7.486812866095341,23,few_shot,Few-Shot
0.6363636363636364,0.5454545454545454,0.46153846153846156,0.5,33,33,0.003592248732328155,16.160786607048728,24,zero_shot,Zero-Shot
0.6060606060606061,0.5,0.7692307692307693,0.6060606060606061,33,33,0.002390359998844516,10.754568273370916,24,few_shot,Few-Shot
0.5757575757575758,0.46153846153846156,0.46153846153846156,0.46153846153846156,33,33,0.0021559413438228753,9.700858289545232,25,zero_shot,Zero-Shot
0.5151515151515151,0.4,0.46153846153846156,0.42857142857142855,33,33,4.837400901571188e-06,6.530426220460371,25,few_shot,Few-Shot
0.5151515151515151,0.42105263157894735,0.6153846153846154,0.5,33,33,2.688164211817163e-06,3.6257527886014995,26,zero_shot,Zero-Shot
0.5454545454545454,0.4166666666666667,0.38461538461538464,0.4,33,33,2.2980550578198152e-06,3.10182304093332,26,few_shot,Few-Shot
0.7575757575757576,0.6923076923076923,0.6923076923076923,0.6923076923076923,33,33,0.0007547608863072107,3.3945296677676113,27,zero_shot,Zero-Shot
0.5757575757575758,0.45454545454545453,0.38461538461538464,0.4166666666666667,33,33,2.4336538204300673e-06,3.2848816495953184,27,few_shot,Few-Shot
0.5757575757575758,0.45454545454545453,0.38461538461538464,0.4166666666666667,33,33,2.7524167856672412e-06,3.715207504503655,28,zero_shot,Zero-Shot
0.48484848484848486,0.4,0.6153846153846154,0.48484848484848486,33,33,0.0007481836929425023,3.3649645574165112,28,few_shot,Few-Shot
0.5151515151515151,0.43478260869565216,0.7692307692307693,0.5555555555555556,33,33,0.0006513179813346509,2.9292757583386972,29,zero_shot,Zero-Shot
0.5151515151515151,0.42105263157894735,0.6153846153846154,0.5,33,33,2.11359715124173e-06,2.852490930846243,29,few_shot,Few-Shot
