text,true_label,pred_label,match,latency_sec,emissions_kgco2
The system shall filter data by: Venues and Key Events....,F,"UNKNOWN_RESPONSE_[F] ""THE SYSTEM SHAL",False,18.714650869369507,
The system shall allow a user to define the time segments...,F,"UNKNOWN_RESPONSE_[F] ""THE SYSTEM SHAL",False,4.615253925323486,
The system shall display the local and exercise time in separate clocks...,F,F,True,4.413642168045044,
The system shall offer the ability to pause and resume the refresh of data....,F,F,True,4.289584159851074,
The system shall provide charts for the Activity or Event actual versus assumed time....,F,"UNKNOWN_RESPONSE_[F] ""THE SYSTEM SHAL",False,5.193947792053223,
The system shall provide a history report of changes made to the Activity or Event data...,F,"UNKNOWN_RESPONSE_[F] ""THE SYSTEM SHAL",False,5.454240083694458,
The look and feel of the system shall conform to the user interface standards of the smart device....,NF,"UNKNOWN_RESPONSE_[F] ""THE LOOK AND FE",False,7.132613897323608,
The user interface shall have standard menus  buttons for navigation...,NF,"UNKNOWN_RESPONSE_[F] ""THE USER INTERF",False,5.077301263809204,
The system shall have a professional appearance...,NF,"UNKNOWN_RESPONSE_[NF] ""THE SYSTEM SHA",False,4.8864359855651855,
The product shall have a consistent color scheme and fonts....,NF,UNKNOWN_RESPONSE_[F] THE PRODUCT SHAL,False,4.956121206283569,
The system shall be used by realtors with no training....,NF,"UNKNOWN_RESPONSE_[F] ""THE SYSTEM SHAL",False,5.978521108627319,
The system shall be intuitive and self explanatory....,NF,UNKNOWN_RESPONSE_[F] THE SYSTEM SHALL,False,5.2391579151153564,
The product shall be easy for a realtor to learn....,NF,UNKNOWN_RESPONSE_[F] THE PRODUCT SHAL,False,4.349300146102905,
The product shall use symbols and words that are naturally understandable by the realtor community....,NF,"UNKNOWN_RESPONSE_[F] ""THE PRODUCT SHA",False,6.123800754547119,
The product shall produce search results in an acceptable time...,NF,"UNKNOWN_RESPONSE_[F] ""THE PRODUCT SHA",False,4.861746072769165,
The search results shall be returned no later 30      seconds  after the user has entered the search...,NF,"UNKNOWN_RESPONSE_[NF] ""SEARCH RESULTS",False,7.353501319885254,
The product shall generate a CMA report in an acceptable time....,NF,"UNKNOWN_RESPONSE_[F] ""THE PRODUCT SHA",False,7.705750226974487,
The CMA report shall be returned no later 60 seconds after the user has entered the CMA report crite...,NF,UNKNOWN_RESPONSE_[F] THE CMA REPORT S,False,7.891300916671753,
The product shall synchronize contacts and appointments in an acceptable time....,NF,"UNKNOWN_RESPONSE_[F] ""THE PRODUCT SHA",False,5.438736200332642,
The product shall synchronize with the office system every hour....,NF,"UNKNOWN_RESPONSE_[F] ""THE PRODUCT SHA",False,4.558767795562744,
The product shall be available for use 24 hours per day  365 days  per year...,NF,"UNKNOWN_RESPONSE_[NF] ""SYSTEM AVAILAB",False,8.481285095214844,
Out of 1000 accesses to the system  the system is available 999 times....,NF,"UNKNOWN_RESPONSE_[NF] ""SYSTEM AVAILAB",False,7.747466087341309,
The product shall operate in offline mode whenever internet connection is unavailable....,NF,"UNKNOWN_RESPONSE_[F] ""THE PRODUCT SHA",False,5.534091949462891,
The product shall allow the user to view previously downloaded search results  CMA reports  and appo...,NF,UNKNOWN_RESPONSE_[F] THE PRODUCT SHAL,False,9.225977182388306,
The product shall retain user preferences in the event of a failure....,NF,F,False,2.57546067237854,
100% of saved user preferences shall be restored when system comes back online....,NF,"UNKNOWN_RESPONSE_[F] ""100% OF SAVED U",False,7.116212844848633,
The product shall be able to support multiple remote users...,NF,F,False,3.9884989261627197,
The product shall be able support 1000 simultaneous users....,NF,"UNKNOWN_RESPONSE_[F] ""THE PRODUCT SHA",False,5.4650139808654785,
The product shall be capable of handling the existing 1000 users. This number is expected to grow 5 ...,NF,"UNKNOWN_RESPONSE_[F] ""THE PRODUCT SHA",False,11.281389951705933,
The product shall be installed by an untrained realtor   without recourse to separately-printed inst...,NF,UNKNOWN_RESPONSE_[F] THE REQUIREMENT ,False,8.726618766784668,
90% of untrained realtors shall be able to install the product on their device without printed instr...,NF,"UNKNOWN_RESPONSE_[F] ""90% OF UNTRAINE",False,8.72829794883728,
The product is expected to run on Windows CE and Palm operating systems....,NF,"UNKNOWN_RESPONSE_[F] ""THE PRODUCT IS ",False,6.005336046218872,
Only registered realtors shall be able to access the system....,NF,"UNKNOWN_RESPONSE_[F] ""ONLY REGISTERED",False,4.950743913650513,
Every user of the system shall be authenticated and authorized....,NF,F,False,2.6443099975585938,
The product shall prevent its data from incorrect data being introduced....,NF,F,False,3.0642311573028564,
The system shall allow a real estate agent to query MLS information...,F,F,True,4.940809011459351,
The user shall be able to get driving directions to a selected property...,F,F,True,8.029748916625977,
The user shall be able to download appointments and contact information for clients...,F,"UNKNOWN_RESPONSE_[F] ""THE USER SHALL ",False,4.911486864089966,
The system shall display clear property images in the search results...,F,"UNKNOWN_RESPONSE_[F] ""THE SYSTEM SHAL",False,4.651242971420288,
The system shall update or create new property listings in the MLS...,F,"UNKNOWN_RESPONSE_[F] ""THE SYSTEM SHAL",False,5.453747034072876,
Realtor shall be able to generate a CMA report based on property criteria...,F,"UNKNOWN_RESPONSE_[F] ""REALTOR SHALL B",False,6.347854852676392,
The system shall be able to call the seller or buyer to schedule an appointment...,F,"UNKNOWN_RESPONSE_[F] ""THE SYSTEM SHAL",False,7.0025248527526855,
The realtor shall be notified of new client appointments after automatic synchronization with office...,F,UNKNOWN_RESPONSE_[F] THE REALTOR SHAL,False,6.833069086074829,
The realtor shall be able to retrieve a map showing property locations for a specified area...,F,F,True,4.654053211212158,
The system shall notify the realtor when a seller or buyer responds to an appointment request...,F,"UNKNOWN_RESPONSE_[F] ""THE SYSTEM SHAL",False,6.536975860595703,
The product shall allow the user to save the property search results....,F,"UNKNOWN_RESPONSE_[F] ""THE PRODUCT SHA",False,4.785516023635864,
The system shall be easy to use by the Program Administrators/Nursing Staff Members....,NF,F,False,3.2272818088531494,
All of the users shall be able to use the system after one day of training....,NF,"UNKNOWN_RESPONSE_[F] ""ALL OF THE USER",False,5.854994058609009,
The system shall help the user avoid making mistakes while scheduling classes and clinicals for the ...,NF,"UNKNOWN_RESPONSE_[F] ""THE SYSTEM SHAL",False,7.95949387550354,
The number of mistakes noted by the students shall be decreased by 50% in the first year....,NF,UNKNOWN_RESPONSE_[F] THE NUMBER OF MI,False,10.723453044891357,
All additions of new users and modifications to userï¿½s access shall be recorded on the User Report....,NF,"UNKNOWN_RESPONSE_[F] ""ALL ADDITIONS O",False,11.595494270324707,
If a user account is revoked  it can only be re-instantiated by the System Administrator....,NF,"UNKNOWN_RESPONSE_[F] ""IF A USER ACCOU",False,7.777030944824219,
Only the System Administrator shall be able to reset a revoked user logon account...,NF,F,False,3.299776077270508,
The Disputes application shall manipulate and view business data. Users will not have direct access ...,NF,"UNKNOWN_RESPONSE_[F] ""THE DISPUTES AP",False,6.066895246505737,
All updates to data files or database must be initiated from the Disputes System....,NF,UNKNOWN_RESPONSE_[F] ALL UPDATES TO D,False,5.926483869552612,
The Disputes application must conform to the legal requirements as specified by the Merchant Operati...,NF,UNKNOWN_RESPONSE_[F] THE DISPUTES APP,False,7.203514099121094,
All business rules specified in the Disputes System shall be in compliance with the Merchant Operati...,NF,"UNKNOWN_RESPONSE_[F] ""ALL BUSINESS RU",False,7.539180040359497,
The Disputes application must conform to the legal requirements as specified by Regulation E and Reg...,NF,"UNKNOWN_RESPONSE_[F] ""THE DISPUTES AP",False,9.026758909225464,
All business rules specified in the Disputes System shall be in compliance to the guidelines of Regu...,NF,"UNKNOWN_RESPONSE_[F] ""ALL BUSINESS RU",False,9.796215057373047,
The Disputes application must maintain a detailed history of every action that a user takes on a dis...,NF,UNKNOWN_RESPONSE_[F] THE DISPUTES APP,False,11.104347705841064,
All actions that modify an existing dispute case must be recorded in the case history....,NF,"UNKNOWN_RESPONSE_[F] ""ALL ACTIONS THA",False,7.056617975234985,
The Disputes System must be accessible by both internal and external users....,F,"UNKNOWN_RESPONSE_[F] ""THE DISPUTES SY",False,6.711580991744995,
The Disputes System must prevent users from accessing any dispute cases that do not belong to their ...,F,UNKNOWN_RESPONSE_[F] THE DISPUTES SYS,False,8.664329051971436,
The Disputes System will facilitate direct data entry of a dispute case via a user interface that su...,F,"UNKNOWN_RESPONSE_[F] ""THE DISPUTES SY",False,8.888237714767456,
The product shall comply with corporate User Interface Guidelines...,NF,UNKNOWN_RESPONSE_[F] THE PRODUCT SHAL,False,5.969560623168945,
The product shall comply with corporate color scheme...,NF,"UNKNOWN_RESPONSE_[F] ""THE PRODUCT SHA",False,3.8376312255859375,
The appearance of the product shall appear professional...,NF,"UNKNOWN_RESPONSE_[NF] ""THE APPEARANCE",False,4.20442795753479,
The product shall be easy to use by Adjusters and Collision Estimators.  95% of Adjusters and Collis...,NF,"UNKNOWN_RESPONSE_[F] ""THE PRODUCT SHA",False,18.174891710281372,
The product shall increase productivity of Collision Estimators. 80% of the Collision Estimators sha...,NF,UNKNOWN_RESPONSE_[F] THE PRODUCT SHAL,False,6.394642114639282,
Users shall feel satisfied using the product.  85% of all users will be satisfied with the product....,NF,F,False,11.106812953948975,
The product shall be easy to learn by Adjusters and Collision Estimators.  The product shall be lear...,NF,"UNKNOWN_RESPONSE_[F] ""THE PRODUCT SHA",False,7.334758281707764,
The user shall easily locate instructions while using the product.  User help can be found within 90...,NF,"UNKNOWN_RESPONSE_[F] ""THE USER SHALL ",False,5.523064136505127,
The search for recycled parts shall take no longer than 15 seconds.  The search results shall be ret...,NF,"UNKNOWN_RESPONSE_[NF] ""SEARCH FOR REC",False,6.475515127182007,
The search for the preferred repair facility shall take no longer than 8 seconds.  The preferred rep...,NF,"UNKNOWN_RESPONSE_[F] ""THE SEARCH FOR ",False,7.855819940567017,
The system shall resolve the zipcode for the street address  city  and state if zipcode is unknown....,F,"UNKNOWN_RESPONSE_[F] ""THE SYSTEM SHAL",False,7.454993963241577,
The search radius shall be between 1 and 30 miles...,F,"UNKNOWN_RESPONSE_[F] ""THE SEARCH RADI",False,5.180914878845215,
The system shall locate the preferred repair facility with the highest ratings for the input criteri...,F,UNKNOWN_RESPONSE_[F] THE SYSTEM SHALL,False,5.741227149963379,
The adjuster shall enter the preferred repair facility on the estimate assignment....,F,"UNKNOWN_RESPONSE_[F] ""THE ADJUSTER SH",False,5.098069906234741,
The adjuster shall be able to override the preferred repair facitlity on the estimate assignment....,F,"UNKNOWN_RESPONSE_[F] ""THE ADJUSTER SH",False,5.916419982910156,
The preferred repair facility shall be returned to the user....,F,"UNKNOWN_RESPONSE_[F] ""THE PREFERRED R",False,4.442152976989746,
The system shall return a list of repair facilities within the radius if the preferred repair facili...,F,"UNKNOWN_RESPONSE_[F] ""THE SYSTEM SHAL",False,6.866057872772217,
The estimator shall search for available recycled parts using damaged vehicle parts information....,F,"UNKNOWN_RESPONSE_[F] ""THE ESTIMATOR S",False,5.734629154205322,
The estimator shall search for available recycled parts using a list of preferred parts suppliers....,F,"UNKNOWN_RESPONSE_[F] ""THE ESTIMATOR S",False,5.36235499382019,
The system shall search for available recycled parts for the supplied vehicle parts and suppliers....,F,"UNKNOWN_RESPONSE_[F] ""THE SYSTEM SHAL",False,5.96940803527832,
The estimator shall search by zipcode with a radius of 30 miles if no parts are found for the prefer...,F,"UNKNOWN_RESPONSE_[F] ""THE ESTIMATOR S",False,8.874678134918213,
The system shall retain the available recycled parts and suppliers returned from the search....,F,"UNKNOWN_RESPONSE_[F] ""THE SYSTEM SHAL",False,5.715519905090332,
The available recycled parts information and their suppliers shall be returned to the user....,F,"UNKNOWN_RESPONSE_[F] ""THE AVAILABLE R",False,5.786633014678955,
The estimator shall apply selected recycled parts to the collision estimate....,F,F,True,6.5949389934539795,
The estimator shall not apply recycled parts to the collision estimate if no available parts are ret...,F,"UNKNOWN_RESPONSE_[F] ""THE ESTIMATOR S",False,7.468945741653442,
The adjuster shall review the collision estimate....,F,"UNKNOWN_RESPONSE_[F] ""THE ADJUSTER SH",False,4.998345375061035,
The adjuster shall request a recycled parts audit of the collision estimate....,F,F,True,3.356355905532837,
The bottom 3/4 of the table will hold events that occur according to its relevance to current time....,F,"UNKNOWN_RESPONSE_[F] ""THE BOTTOM 3/4 ",False,8.203639030456543,
The system shall color code events according to their variance from current time....,F,"UNKNOWN_RESPONSE_[F] ""THE SYSTEM SHAL",False,5.080250978469849,
The system shall display data from the Sync Matrix 1.0 and Exercise Management Tool 1.0 applications...,F,UNKNOWN_RESPONSE_[F] THE SYSTEM SHALL,False,7.486957788467407,
The system shall link Events back to either the Sync Matrix 1.0 or the Exercise Managment Tool 1.0 a...,F,F,True,4.200578212738037,
The system shall allow modification of the display....,F,F,True,2.253462076187134,
The system shall offer a display of all the Events in the exercise....,F,"UNKNOWN_RESPONSE_[F] ""THE SYSTEM SHAL",False,5.517305135726929,
The system shall filter data by: Venues and Key Events....,F,F,True,3.478905200958252,
The system shall allow a user to define the time segments...,F,UNKNOWN_RESPONSE_[F] THE SYSTEM SHALL,False,5.549832820892334,
The system shall display the local and exercise time in separate clocks...,F,F,True,3.7191057205200195,
The system shall offer the ability to pause and resume the refresh of data....,F,"UNKNOWN_RESPONSE_[F] ""THE SYSTEM SHAL",False,5.646886825561523,
The system shall provide charts for the Activity or Event actual versus assumed time....,F,F,True,2.794494152069092,
The system shall provide a history report of changes made to the Activity or Event data...,F,"UNKNOWN_RESPONSE_[F] ""THE SYSTEM SHAL",False,6.306362867355347,
The look and feel of the system shall conform to the user interface standards of the smart device....,NF,"UNKNOWN_RESPONSE_[F] ""THE LOOK AND FE",False,10.57053804397583,
The user interface shall have standard menus  buttons for navigation...,NF,UNKNOWN_RESPONSE_[F] THE USER INTERFA,False,4.485929250717163,
The system shall have a professional appearance...,NF,"UNKNOWN_RESPONSE_[NF] ""THE SYSTEM SHA",False,6.920029878616333,
The product shall have a consistent color scheme and fonts....,NF,"UNKNOWN_RESPONSE_[F] ""THE PRODUCT SHA",False,4.617339134216309,
The system shall be used by realtors with no training....,NF,F,False,8.180687189102173,
The system shall be intuitive and self explanatory....,NF,UNKNOWN_RESPONSE_[F] THE SYSTEM SHALL,False,5.732881784439087,
The product shall be easy for a realtor to learn....,NF,UNKNOWN_RESPONSE_[F] THE PRODUCT SHAL,False,5.728434324264526,
The product shall use symbols and words that are naturally understandable by the realtor community....,NF,"UNKNOWN_RESPONSE_[F] ""THE PRODUCT SHA",False,7.136535882949829,
The product shall produce search results in an acceptable time...,NF,UNKNOWN_RESPONSE_[F] THE PRODUCT SHAL,False,3.917152166366577,
The search results shall be returned no later 30      seconds  after the user has entered the search...,NF,"UNKNOWN_RESPONSE_[F] ""THE SEARCH RESU",False,7.429363965988159,
The product shall generate a CMA report in an acceptable time....,NF,UNKNOWN_RESPONSE_[F] THE PRODUCT SHAL,False,5.7950568199157715,
The CMA report shall be returned no later 60 seconds after the user has entered the CMA report crite...,NF,UNKNOWN_RESPONSE_[F] THE CMA REPORT S,False,10.585370063781738,
The product shall synchronize contacts and appointments in an acceptable time....,NF,"UNKNOWN_RESPONSE_[F] ""THE PRODUCT SHA",False,8.168387174606323,
The product shall synchronize with the office system every hour....,NF,UNKNOWN_RESPONSE_[F] THE PRODUCT SHAL,False,6.689889907836914,
The product shall be available for use 24 hours per day  365 days  per year...,NF,"UNKNOWN_RESPONSE_[NF] ""THE SYSTEM MUS",False,9.604363918304443,
Out of 1000 accesses to the system  the system is available 999 times....,NF,"UNKNOWN_RESPONSE_[NF] ""SYSTEM AVAILAB",False,9.830179691314697,
The product shall operate in offline mode whenever internet connection is unavailable....,NF,"UNKNOWN_RESPONSE_[F] ""THE PRODUCT SHA",False,8.331435203552246,
The product shall allow the user to view previously downloaded search results  CMA reports  and appo...,NF,"UNKNOWN_RESPONSE_[F] ""THE PRODUCT SHA",False,11.105528831481934,
The product shall retain user preferences in the event of a failure....,NF,"UNKNOWN_RESPONSE_[F] ""THE PRODUCT SHA",False,7.639624834060669,
100% of saved user preferences shall be restored when system comes back online....,NF,"UNKNOWN_RESPONSE_[F] ""100% OF SAVED U",False,7.799686908721924,
The product shall be able to support multiple remote users...,NF,F,False,3.2626490592956543,
The product shall be able support 1000 simultaneous users....,NF,UNKNOWN_RESPONSE_[F] THE PRODUCT SHAL,False,6.177507162094116,
The product shall be capable of handling the existing 1000 users. This number is expected to grow 5 ...,NF,"UNKNOWN_RESPONSE_[F] ""THE PRODUCT SHA",False,13.211527824401855,
The product shall be installed by an untrained realtor   without recourse to separately-printed inst...,NF,F,False,6.2463531494140625,
90% of untrained realtors shall be able to install the product on their device without printed instr...,NF,"UNKNOWN_RESPONSE_[F] ""90% OF UNTRAINE",False,9.06353497505188,
The product is expected to run on Windows CE and Palm operating systems....,NF,"UNKNOWN_RESPONSE_[F] ""THE PRODUCT IS ",False,5.351878881454468,
Only registered realtors shall be able to access the system....,NF,"UNKNOWN_RESPONSE_[F] ""ONLY REGISTERED",False,4.901737213134766,
Every user of the system shall be authenticated and authorized....,NF,UNKNOWN_RESPONSE_[F] EVERY USER OF TH,False,4.860630989074707,
The product shall prevent its data from incorrect data being introduced....,NF,"UNKNOWN_RESPONSE_[F] ""THE PRODUCT SHA",False,5.313055992126465,
The system shall allow a real estate agent to query MLS information...,F,F,True,3.5212149620056152,
The user shall be able to get driving directions to a selected property...,F,"UNKNOWN_RESPONSE_[F] ""THE USER SHALL ",False,6.213368892669678,
The user shall be able to download appointments and contact information for clients...,F,"UNKNOWN_RESPONSE_[F] ""THE USER SHALL ",False,5.815745115280151,
The system shall display clear property images in the search results...,F,F,True,2.934513807296753,
The system shall update or create new property listings in the MLS...,F,"UNKNOWN_RESPONSE_[F] ""THE SYSTEM SHAL",False,5.235115051269531,
Realtor shall be able to generate a CMA report based on property criteria...,F,"UNKNOWN_RESPONSE_[F] ""REALTOR SHALL B",False,6.003071069717407,
The system shall be able to call the seller or buyer to schedule an appointment...,F,"UNKNOWN_RESPONSE_[F] ""THE SYSTEM SHAL",False,5.790985345840454,
The realtor shall be notified of new client appointments after automatic synchronization with office...,F,F,True,3.658172130584717,
The realtor shall be able to retrieve a map showing property locations for a specified area...,F,F,True,3.277736186981201,
The system shall notify the realtor when a seller or buyer responds to an appointment request...,F,UNKNOWN_RESPONSE_[F] THE SYSTEM SHALL,False,7.693411827087402,
The product shall allow the user to save the property search results....,F,"UNKNOWN_RESPONSE_[F] ""THE PRODUCT SHA",False,5.896826982498169,
The system shall be easy to use by the Program Administrators/Nursing Staff Members....,NF,F,False,4.296434164047241,
All of the users shall be able to use the system after one day of training....,NF,"UNKNOWN_RESPONSE_[F] ""ALL OF THE USER",False,8.177171230316162,
The system shall help the user avoid making mistakes while scheduling classes and clinicals for the ...,NF,F,False,4.252988815307617,
The number of mistakes noted by the students shall be decreased by 50% in the first year....,NF,F,False,3.6068379878997803,
The system shall be intuitive to the Program Administrators/Nursing Staff Members....,NF,F,False,3.1065428256988525,
2 out of 3 Program Administrators/Nursing Staff Members shall successfully be able to use the system...,NF,"UNKNOWN_RESPONSE_[F] ""2 OUT OF 3 PROG",False,10.054324865341187,
The system shall use symbols and words that are naturally understandable by the user community....,NF,"UNKNOWN_RESPONSE_[F] ""THE SYSTEM SHAL",False,5.950376033782959,
The verbiage used within the system shall be consistent with Standard English and the terminology of...,NF,"UNKNOWN_RESPONSE_[F] ""THE VERBIAGE US",False,8.966102123260498,
Staff members shall be able to complete a set of tasks in a timely manner....,NF,F,False,4.253273010253906,
The response time of general student management tasks shall take no longer than 5 seconds and the re...,NF,"UNKNOWN_RESPONSE_[NF] ""RESPONSE TIME ",False,11.895447015762329,
The system shall be available for use between the hours of 8am and 6pm....,NF,"UNKNOWN_RESPONSE_[NF] ""THE SYSTEM SHA",False,9.130405902862549,
The system shall achieve 95% up time....,NF,"UNKNOWN_RESPONSE_[NF] ""THE SYSTEM SHA",False,6.766791820526123,
system shall be able to handle all of the user requests/usage during business hours....,NF,F,False,3.5549869537353516,
The system shall be able to display a printable summary of the system log....,F,"UNKNOWN_RESPONSE_[F] ""THE SYSTEM SHAL",False,6.708387136459351,
The system shall contain contact information (e-mail and phone number) for all people relevant to th...,F,UNKNOWN_RESPONSE_[F] THE SYSTEM SHALL,False,14.622353076934814,
The system will use the stored e-mail addresses as a primary means of communicating information to a...,F,F,True,5.532315969467163,
The system will notify affected parties for routine communication purposes  including but not limite...,F,"UNKNOWN_RESPONSE_[F] ""THE SYSTEM WILL",False,10.71622610092163,
The system will notify affected parties when changes occur affecting clinicals  including but not li...,F,"UNKNOWN_RESPONSE_[F] ""THE SYSTEM WILL",False,9.141824007034302,
The system will notify affected parties when changes occur affecting classes  including but not limi...,F,"UNKNOWN_RESPONSE_[F] ""THE SYSTEM WILL",False,11.932921886444092,
The system will notify affected parties when changes occur affecting cohorts  including but not limi...,F,"UNKNOWN_RESPONSE_[F] ""THE SYSTEM WILL",False,14.702154874801636,
The system will notify affected parties when changes occur affecting specific students  including bu...,F,UNKNOWN_RESPONSE_[F] THE SYSTEM WILL ,False,11.529531002044678,
Program Administrators/Nursing Staff Members shall have the ability to modify information relating t...,F,"UNKNOWN_RESPONSE_[F] ""PROGRAM ADMINIS",False,16.542320013046265,
Program Administrators/Nursing Staff Members shall have the ability to modify information relating t...,F,"UNKNOWN_RESPONSE_[F] ""PROGRAM ADMINIS",False,13.161198854446411,
Program Administrators/Nursing Staff Members shall have the ability to modify information relating t...,F,"UNKNOWN_RESPONSE_[F] ""PROGRAM ADMINIS",False,11.397704839706421,
Program Administrators/Nursing Staff Members shall have the ability to modify information relating t...,F,"UNKNOWN_RESPONSE_[F] ""PROGRAM ADMINIS",False,11.822080850601196,
Program Administrators/Nursing Staff Members shall have the ability to modify information relating t...,F,"UNKNOWN_RESPONSE_[F] ""PROGRAM ADMINIS",False,21.98725414276123,
The Disputes application shall comply with the corporate standards for user interface creation for i...,NF,"UNKNOWN_RESPONSE_[F] ""THE DISPUTES AP",False,11.716472148895264,
All screens created as part of the Disputes application must comply with corporate standards for int...,NF,"UNKNOWN_RESPONSE_[F] ""ALL SCREENS CRE",False,9.502166986465454,
The list of dispute cases that are displayed after a search is performed must be color coded for eas...,NF,F,False,7.1307289600372314,
100% of the cardmember and merchant services representatives shall use the Disputes application regu...,NF,"UNKNOWN_RESPONSE_[F] ""100% OF THE CAR",False,12.116737842559814,
100% of cardmember services representatives shall be able to successfully create a dispute case on t...,NF,F,False,5.758610963821411,
